key,titles-artist-youtube_link
524,"""Waiting on the World to Change""-John Mayer-https://www.youtube.com/watch?v=oBIxScJ5rlY;""One Thing at a Time""-Morgan Wallen-https://www.youtube.com/watch?v=aKA4wH3Mg7Y"
900,"""Slow Hands""-Niall Horan-https://www.youtube.com/watch?v=nBmNcLBaPUE;""Jenny from the Block""-Jennifer Lopez featuring Jadakiss and Styles P-https://www.youtube.com/watch?v=RciKM866Rhk;""2 On""-Tinashe featuring ScHoolboy Q-https://www.youtube.com/watch?v=-s7TCuCpB5c;""Magnolia""-Playboi Carti-https://www.youtube.com/watch?v=oCveByMXd_0"
926,"""If the World Was Ending""-JP Saxe featuring Julia Michaels-https://www.youtube.com/watch?v=1jO2wSpAoxA;""Live Your Life""-T.I. featuring Rihanna-https://www.youtube.com/watch?v=koVHN6eO4Xg;""Need You Now""-Lady Antebellum-https://www.youtube.com/watch?v=eM213aMKTHg"
011,"""Loyal""-Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga-https://www.youtube.com/watch?v=JXRN_LkCa_o;""Never Again""-Kelly Clarkson-https://www.youtube.com/watch?v=GVYesEpMr84"
430,"""Love Never Felt So Good""-Michael Jackson and Justin Timberlake-https://www.youtube.com/watch?v=oG08ukJPtR8"
330,"""Super Bass""-Nicki Minaj-https://www.youtube.com/watch?v=4JipHEz53sU;""This Is the Night""-Clay Aiken-https://www.youtube.com/watch?v=p7hzXU46XJk;""Dura""-Daddy Yankee-https://www.youtube.com/watch?v=sGIm0-dQd8M;""I Wish""-R. Kelly-https://www.youtube.com/watch?v=LLr2VZVKTX8"
414,"""Daughters""-John Mayer-https://www.youtube.com/watch?v=rZLbUIa7exE;""I'm Already There""-Lonestar-https://www.youtube.com/watch?v=1jm5gfuT9Z4;""Cash Shit""-Megan Thee Stallion featuring DaBaby-https://www.youtube.com/watch?v=2Xe7OAFljOA;""My Love""-Justin Timberlake featuring T.I.-https://www.youtube.com/watch?v=xjpe7EGyiw8"
220,"""Whatever It Takes""-Imagine Dragons-https://www.youtube.com/watch?v=gOsM-DYAEhY;""How Do You Like Me Now?!""-Toby Keith-https://www.youtube.com/watch?v=3umaLe37-LE"
920,"""Pop Champagne""-Jim Jones featuring Ron Browz and Juelz Santana-https://www.youtube.com/watch?v=T_iedQ2JvX4;""Latch""-Disclosure featuring Sam Smith-https://www.youtube.com/watch?v=93ASUImTedo;""Beer for My Horses""-Toby Keith featuring Willie Nelson-https://www.youtube.com/watch?v=o1JOFhfoAD4;""I Hope You Dance""-Lee Ann Womack with Sons of the Desert-https://www.youtube.com/watch?v=RV-Z1YwaOiw"
901,"""Close to Me""-Ellie Goulding and Diplo featuring Swae Lee-https://www.youtube.com/watch?v=ajN57m_OSpY;""Far Away""-Nickelback-https://www.youtube.com/watch?v=j4y-RzVGrHg"
413,"""Chicken Fried""-Zac Brown Band-https://www.youtube.com/watch?v=e4ujS1er1r0;""Sunday Best""-Surfaces-https://www.youtube.com/watch?v=_83KqwEEGw4;""In the Ayer""-Flo Rida featuring will.i.am-https://www.youtube.com/watch?v=-DsyZdeFjug;""Body""-Megan Thee Stallion-https://www.youtube.com/watch?v=7PBYGu4Az8s"
513,"""Stay""-The Kid Laroi and Justin Bieber-https://www.youtube.com/watch?v=kTJczUoc26U;""Maria Maria""-Santana featuring The Product G&B-https://www.youtube.com/watch?v=nPLV7lGbmT4"
200,"""Thoia Thoing""-R. Kelly-https://www.youtube.com/watch?v=V4CUe5CKfwU"
021,"""This Is Why I'm Hot""-Mims-https://www.youtube.com/watch?v=TwyE3WJ4AWo;""Rich Men North of Richmond""-Oliver Anthony Music-https://www.youtube.com/watch?v=sqSA-SY5Hro;""Where She Goes""-Bad Bunny-https://www.youtube.com/watch?v=bef8QLNHubw"
512,"""Moscow Mule""-Bad Bunny-https://www.youtube.com/watch?v=p38WgakuYDo"
120,"""All of the Lights""-Kanye West-https://www.youtube.com/watch?v=HAfFfqiYLp0;""DJ Got Us Fallin' in Love""-Usher featuring Pitbull-https://www.youtube.com/watch?v=C-dvTjK_07c;""Stranger in My House""-Tamia-https://www.youtube.com/watch?v=RSP-9SebVpY;""Yonaguni""-Bad Bunny-https://www.youtube.com/watch?v=doLMt10ytHY"
826,"""Angel""-Amanda Perez-https://www.youtube.com/watch?v=uODHVuxG_xw"
521,"""Bleeding Love""-Leona Lewis-https://www.youtube.com/watch?v=Vzo-EL_62fQ;""Ex's & Oh's""-Elle King-https://www.youtube.com/watch?v=0uLI6BnVh6w;""Last Night""-Morgan Wallen-https://www.youtube.com/watch?v=bUjPPBxbQrQ;""The Fighter""-Keith Urban featuring Carrie Underwood-https://www.youtube.com/watch?v=GzT4p-OaJ5c;""Fergalicious""-Fergie featuring will.i.am-https://www.youtube.com/watch?v=5T0utQ-XWGY"
611,"""Pump It""-The Black Eyed Peas-https://www.youtube.com/watch?v=ZaI2IlHwmgQ;""Work It""-Missy Elliott-https://www.youtube.com/watch?v=cjIvu7e6Wq8"
630,"""Best I Ever Had""-Drake-https://www.youtube.com/watch?v=Zfp3KfYH0xA;""Godzilla""-Eminem featuring Juice Wrld-https://www.youtube.com/watch?v=r_0JjYUe5jo"
615,"""She Hates Me""-Puddle of Mudd-https://www.youtube.com/watch?v=BYE4CVhVkhw;""I Don't Care""-Ed Sheeran and Justin Bieber-https://www.youtube.com/watch?v=y83x7MgzWOA;""Lies Lies Lies""-Morgan Wallen-https://www.youtube.com/watch?v=aN7WCsC9nkI"
912,"""Girls Like You""-Maroon 5 featuring Cardi B-https://www.youtube.com/watch?v=aJOTlE1K90k;""Adore You""-Miley Cyrus-https://www.youtube.com/watch?v=W1tzURKYFNs;""Last Night Lonely""-Jon Pardi-https://www.youtube.com/watch?v=5GzLsZJo4tw"
025,"""FukUMean""-Gunna-https://www.youtube.com/watch?v=V6ZsXKE8QmQ;""Someone You Loved""-Lewis Capaldi-https://www.youtube.com/watch?v=zABLecsR5UE;""Life After You""-Daughtry-https://www.youtube.com/watch?v=Cvm2OYF2p7E;""Otherside""-Red Hot Chili Peppers-https://www.youtube.com/watch?v=rn_YodiJO6k;""Woman""-Doja Cat-https://www.youtube.com/watch?v=yxW5yuzVi8w"
711,"""One Right Now""-Post Malone and the Weeknd-https://www.youtube.com/watch?v=Tc0tLGWIqxA;""Calling All Angels""-Train-https://www.youtube.com/watch?v=TaG9SDxwPBg;""For Free""-DJ Khaled featuring Drake-https://www.youtube.com/watch?v=vwzex56OjJ0"
420,"""I Need a Doctor""-Dr. Dre featuring Eminem and Skylar Grey-https://www.youtube.com/watch?v=VA770wpLX-Q"
324,"""Headlines""-Drake-https://www.youtube.com/watch?v=cimoNqiulUE"
123,"""All the Small Things""-Blink-182-https://www.youtube.com/watch?v=9Ht5RZpzPqw;""Lonely""-Akon-https://www.youtube.com/watch?v=6EEW-9NDM5k;""Famous Friends""-Chris Young and Kane Brown-https://www.youtube.com/watch?v=qpMOx2Ul9RA"
012,"""Después de la Playa""-Bad Bunny-https://www.youtube.com/watch?v=a5rlgE6dcBY"
431,"""Lighters""-Bad Meets Evil featuring Bruno Mars-https://www.youtube.com/watch?v=YWt4wmZ_EMI;""Ghost""-Justin Bieber-https://www.youtube.com/watch?v=Fp8msa5uYsc;""Impossible""-Shontelle-https://www.youtube.com/watch?v=NWdrO4BoCu8"
701,"""Don't Stop the Music""-Rihanna-https://www.youtube.com/watch?v=yd8jh9QYfEs;""Mi Gente""-J Balvin and Willy William featuring Beyoncé-https://www.youtube.com/watch?v=APHgDFRpCi0"
935,"""Youngblood""-5 Seconds of Summer-https://www.youtube.com/watch?v=-RJSbO8UZVY;""Slow Jamz""-Twista featuring Kanye West and Jamie Foxx-https://www.youtube.com/watch?v=jI-w4gvkCkQ;""Hot""-Young Thug featuring Gunna-https://www.youtube.com/watch?v=leJNDpm_G10;""I'm Still in Love with You""-Sean Paul featuring Sasha-https://www.youtube.com/watch?v=AQ4TW5Z8eu0"
700,"""Speed of Sound""-Coldplay-https://www.youtube.com/watch?v=0k_1kvDh2UA"
014,"""Still Fly""-Big Tymers-https://www.youtube.com/watch?v=9iCd6UHR-3I;""Low Life""-Future featuring The Weeknd-https://www.youtube.com/watch?v=K_9tX4eHztY"
500,"""Put That Woman First""-Jaheim-https://www.youtube.com/watch?v=V3M723634Rc;""Ain't No Other Man""-Christina Aguilera-https://www.youtube.com/watch?v=8x7Ta89QLo4"
903,"""Best Thing I Never Had""-Beyoncé-https://www.youtube.com/watch?v=FHp2KgyQUFk;""I Need You""-LeAnn Rimes-https://www.youtube.com/watch?v=AA_5sLaTErQ;""Brave""-Sara Bareilles-https://www.youtube.com/watch?v=QUQsqBqxoR4"
216,"""No Letting Go""-Wayne Wonder-https://www.youtube.com/watch?v=3YSUvYDJ6R4;""Drowning""-A Boogie wit da Hoodie featuring Kodak Black-https://www.youtube.com/watch?v=rvaJ7QlhH0g"
432,"""Get Back""-Ludacris-https://www.youtube.com/watch?v=5yt849wJyVk;""London Bridge""-Fergie-https://www.youtube.com/watch?v=WD33ii01kXI;""Holiday""-Green Day-https://www.youtube.com/watch?v=A1OqtIqzScI"
320,"""Yummy""-Justin Bieber-https://www.youtube.com/watch?v=8EJ3zbKTWQ8;""Ric Flair Drip""-Offset and Metro Boomin-https://www.youtube.com/watch?v=LPTlvQ1Zet0;""She Ain't You""-Chris Brown-https://www.youtube.com/watch?v=7V2GzYcRK9E;""Get the Party Started""-Pink-https://www.youtube.com/watch?v=mW1dbiD_zDk"
210,"""Till the World Ends""-Britney Spears-https://www.youtube.com/watch?v=qzU9OrZlKb8;""What Ifs""-Kane Brown featuring Lauren Alaina-https://www.youtube.com/watch?v=fM8V1XOI-14"
536,"""Meant to Be""-Bebe Rexha featuring Florida Georgia Line-https://www.youtube.com/watch?v=zDo0H8Fm7d0;""Headsprung""-LL Cool J-https://www.youtube.com/watch?v=JQcAzie9AJ0"
736,"""Numb""-Linkin Park-https://www.youtube.com/watch?v=kXYiU_JCYtU;""Thank You""-Dido-https://www.youtube.com/watch?v=1TO48Cnl66w"
806,"""Chain Hang Low""-Jibbs-https://www.youtube.com/watch?v=4SBN_ikibtg"
823,"""Lips of an Angel""-Hinder-https://www.youtube.com/watch?v=RiSfTyrvJlg"
625,"""Thought You Should Know""-Morgan Wallen-https://www.youtube.com/watch?v=Dw9VmOLwxoM;""Crush""-David Archuleta-https://www.youtube.com/watch?v=6J1-eYBbspA;""Hot in Herre""-Nelly-https://www.youtube.com/watch?v=GeZZr_p6vB8"
716,"""Meltdown""-Travis Scott featuring Drake-https://www.youtube.com/watch?v=LuKm4L9ryB0;""All the Stars""-Kendrick Lamar and SZA-https://www.youtube.com/watch?v=JQbjS0_ZfJ0"
111,"""Slide""-H.E.R. featuring YG-https://www.youtube.com/watch?v=SUJloylmEZM;""Heaven""-Los Lonely Boys-https://www.youtube.com/watch?v=wvkzoqQ5Oak"
205,"""I Hate U""-SZA-https://www.youtube.com/watch?v=iwyAxyE2Ajg;""Austin""-Dasha-https://www.youtube.com/watch?v=FyjnbSsZ2tc"
721,"""Drive (For Daddy Gene)""-Alan Jackson-https://www.youtube.com/watch?v=dQe3DKDQRRs;""Cupid""-Fifty Fifty-https://www.youtube.com/watch?v=Qc7_zRjH808;""What a Girl Wants""-Christina Aguilera-https://www.youtube.com/watch?v=hpspGHeLOPE"
714,"""IDGAF""-Drake featuring Yeat-https://www.youtube.com/watch?v=fCRCLsJQWUQ"
503,"""I Tried""-Bone Thugs-n-Harmony featuring Akon-https://www.youtube.com/watch?v=q4EiBFUpFXg;""Summer""-Calvin Harris-https://www.youtube.com/watch?v=ebXbLfLACGM"
410,"""Baby Shark""-Pinkfong-https://www.youtube.com/watch?v=XqZsoesa55w;""Toxic""-Britney Spears-https://www.youtube.com/watch?v=LOZuxwVk7TU"
836,"""Hips Don't Lie""-Shakira featuring Wyclef Jean-https://www.youtube.com/watch?v=DUT5rEU6pqM;""I Feel It Coming""-The Weeknd featuring Daft Punk-https://www.youtube.com/watch?v=qFLhGq0060w"
206,"""Walk Em Down""-NLE Choppa featuring Roddy Ricch-https://www.youtube.com/watch?v=fyIcQ1Xl-rs"
113,"""Best Friend""-Saweetie featuring Doja Cat-https://www.youtube.com/watch?v=_xJUCsyMQes;""Por Las Noches""-Peso Pluma-https://www.youtube.com/watch?v=fKp6AZxp9Bg"
136,"""Psycho""-Post Malone featuring Ty Dolla Sign-https://www.youtube.com/watch?v=au2n7VVGv_c;""Just Dance""-Lady Gaga featuring Colby O'Donis-https://www.youtube.com/watch?v=2Abk1jAONjw"
814,"""Heaven""-Kane Brown-https://www.youtube.com/watch?v=dRX0wDNK6S4;""Thugz Mansion""-2Pac-https://www.youtube.com/watch?v=7Cz_nOpxgCU;""Loverboy""-Mariah Carey featuring Cameo-https://www.youtube.com/watch?v=L86YFJYv3RQ"
001,"""Rich Girl""-Gwen Stefani featuring Eve-https://www.youtube.com/watch?v=9rlNpWYQunY"
522,"""Shake It""-Metro Station-https://www.youtube.com/watch?v=_wjFahULCK8;""Say So""-Doja Cat-https://www.youtube.com/watch?v=pok8H_KF1FA"
232,"""How Do You Sleep?""-Jesse McCartney featuring Ludacris-https://www.youtube.com/watch?v=4bsXRqI1WbI;""Chariot""-Gavin DeGraw-https://www.youtube.com/watch?v=JkUnBPdR9RU"
825,"""True""-Ryan Cabrera-https://www.youtube.com/watch?v=ujWfA2gDvSI;""Wait""-Maroon 5-https://www.youtube.com/watch?v=4uTNVumfm84"
621,"""Stuck with U""-Ariana Grande and Justin Bieber-https://www.youtube.com/watch?v=pE49WK-oNjU"
106,"""Burn""-Usher-https://www.youtube.com/watch?v=t5XNWFw5HVw;""Get Right""-Jennifer Lopez-https://www.youtube.com/watch?v=1WIsnC-h1d0"
002,"""Haven't Met You Yet""-Michael Bublé-https://www.youtube.com/watch?v=1AJmKkU5POA;""On Fire""-Lloyd Banks-https://www.youtube.com/watch?v=GjTR6ONPJ_s"
201,"""Lolli Lolli (Pop That Body)""-Three 6 Mafia-https://www.youtube.com/watch?v=cI1XwAAA-U4"
125,"""Last Christmas""-Wham!-https://www.youtube.com/watch?v=E8gmARGvPlI"
710,"""I Like the Way You Kiss Me""-Artemas-https://www.youtube.com/watch?v=evJ6gX1lp2o"
706,"""Tie Me Down""-New Boyz featuring Ray J-https://www.youtube.com/watch?v=zefI1vmNoOA"
322,"""The First Cut Is the Deepest""-Sheryl Crow-https://www.youtube.com/watch?v=dK9eLe8EQps"
